  main.cpp
D:\Мой код\myC++_GPT4_raycasting_freeglut\myC++_GPT4_raycasting_freeglut\main.cpp(47,26): warning C4305: инициализация: усечение из "double" в "float"
D:\Мой код\myC++_GPT4_raycasting_freeglut\myC++_GPT4_raycasting_freeglut\main.cpp(64,24): warning C4305: инициализация: усечение из "double" в "float"
D:\Мой код\myC++_GPT4_raycasting_freeglut\myC++_GPT4_raycasting_freeglut\main.cpp(237,26): warning C4244: инициализация: преобразование "double" в "float", возможна потеря данных
D:\Мой код\myC++_GPT4_raycasting_freeglut\myC++_GPT4_raycasting_freeglut\main.cpp(238,26): warning C4244: инициализация: преобразование "double" в "float", возможна потеря данных
D:\Мой код\myC++_GPT4_raycasting_freeglut\myC++_GPT4_raycasting_freeglut\main.cpp(251,48): warning C4244: =: преобразование "double" в "float", возможна потеря данных
D:\Мой код\myC++_GPT4_raycasting_freeglut\myC++_GPT4_raycasting_freeglut\main.cpp(259,48): warning C4244: =: преобразование "double" в "float", возможна потеря данных
D:\Мой код\myC++_GPT4_raycasting_freeglut\myC++_GPT4_raycasting_freeglut\main.cpp(293,28): warning C4244: аргумент: преобразование "double" в "GLfloat", возможна потеря данных
D:\Мой код\myC++_GPT4_raycasting_freeglut\myC++_GPT4_raycasting_freeglut\main.cpp(294,28): warning C4244: аргумент: преобразование "double" в "GLfloat", возможна потеря данных
D:\Мой код\myC++_GPT4_raycasting_freeglut\myC++_GPT4_raycasting_freeglut\main.cpp(323,47): warning C4244: аргумент: преобразование "double" в "GLfloat", возможна потеря данных
D:\Мой код\myC++_GPT4_raycasting_freeglut\myC++_GPT4_raycasting_freeglut\main.cpp(323,33): warning C4244: аргумент: преобразование "double" в "GLfloat", возможна потеря данных
D:\Мой код\myC++_GPT4_raycasting_freeglut\myC++_GPT4_raycasting_freeglut\main.cpp(326,47): warning C4244: аргумент: преобразование "double" в "GLfloat", возможна потеря данных
D:\Мой код\myC++_GPT4_raycasting_freeglut\myC++_GPT4_raycasting_freeglut\main.cpp(326,33): warning C4244: аргумент: преобразование "double" в "GLfloat", возможна потеря данных
D:\Мой код\myC++_GPT4_raycasting_freeglut\myC++_GPT4_raycasting_freeglut\main.cpp(390,16): warning C4244: аргумент: преобразование "int" в "GLfloat", возможна потеря данных
D:\Мой код\myC++_GPT4_raycasting_freeglut\myC++_GPT4_raycasting_freeglut\main.cpp(391,25): warning C4244: аргумент: преобразование "int" в "GLfloat", возможна потеря данных
D:\Мой код\myC++_GPT4_raycasting_freeglut\myC++_GPT4_raycasting_freeglut\main.cpp(391,16): warning C4244: аргумент: преобразование "int" в "GLfloat", возможна потеря данных
D:\Мой код\myC++_GPT4_raycasting_freeglut\myC++_GPT4_raycasting_freeglut\main.cpp(392,23): warning C4244: аргумент: преобразование "int" в "GLfloat", возможна потеря данных
D:\Мой код\myC++_GPT4_raycasting_freeglut\myC++_GPT4_raycasting_freeglut\main.cpp(446,21): warning C4244: инициализация: преобразование "double" в "float", возможна потеря данных
D:\Мой код\myC++_GPT4_raycasting_freeglut\myC++_GPT4_raycasting_freeglut\main.cpp(447,21): warning C4244: инициализация: преобразование "double" в "float", возможна потеря данных
D:\Мой код\myC++_GPT4_raycasting_freeglut\myC++_GPT4_raycasting_freeglut\main.cpp(454,21): warning C4244: инициализация: преобразование "double" в "float", возможна потеря данных
D:\Мой код\myC++_GPT4_raycasting_freeglut\myC++_GPT4_raycasting_freeglut\main.cpp(455,21): warning C4244: инициализация: преобразование "double" в "float", возможна потеря данных
D:\Мой код\myC++_GPT4_raycasting_freeglut\myC++_GPT4_raycasting_freeglut\main.cpp(462,21): warning C4244: инициализация: преобразование "double" в "float", возможна потеря данных
D:\Мой код\myC++_GPT4_raycasting_freeglut\myC++_GPT4_raycasting_freeglut\main.cpp(463,21): warning C4244: инициализация: преобразование "double" в "float", возможна потеря данных
D:\Мой код\myC++_GPT4_raycasting_freeglut\myC++_GPT4_raycasting_freeglut\main.cpp(470,21): warning C4244: инициализация: преобразование "double" в "float", возможна потеря данных
D:\Мой код\myC++_GPT4_raycasting_freeglut\myC++_GPT4_raycasting_freeglut\main.cpp(471,21): warning C4244: инициализация: преобразование "double" в "float", возможна потеря данных
D:\Мой код\myC++_GPT4_raycasting_freeglut\myC++_GPT4_raycasting_freeglut\main.cpp(487,20): warning C4244: инициализация: преобразование "double" в "float", возможна потеря данных
  myC++_GPT4_raycasting_freeglut.vcxproj -> D:\Мой код\myC++_GPT4_raycasting_freeglut\myC++_GPT4_raycasting_freeglut\Debug\myC++_GPT4_raycasting_freeglut.exe
